"","Team","Year","Playoffs","R.G_ranked","SLG_ranked","HR9_ranked","SO9_ranked","SO.W_ranked","AB_ranked","B2_ranked","B3_ranked","SO_own_ranked","SH_ranked","IBB_own_ranked","LOB_own_ranked","num_pitchers_ranked","RA.G_ranked","cSho_ranked","Saves_ranked","HBP_allowed_ranked","BF_ranked","ERA_plus_ranked"
"1095","HOU",2014,FALSE,9.5,16,19.5,4,4,4,2.5,2.5,29,4,6,10,26,25,14.5,2.5,13.5,17,6
"1096","KCR",2014,TRUE,17,11,10,6,16,18.5,24,18,1,9,2.5,9,10.5,12,14.5,27.5,17,10,26
"1097","LAA",2014,TRUE,30,25.5,10,24.5,17,30,27,21.5,18,7,26,16,28,14,14.5,21.5,25,20,15
"1098","LAD",2014,TRUE,25,25.5,19.5,27,28,23,26,27,15,16,13,25,18,10.5,22,23,2,8,18
"1099","MIA",2014,FALSE,15,13,3,8,14,15,8.5,26,28,29,29,20.5,18,19,22,15.5,9,26,10
"1100","MIL",2014,FALSE,16,22,27,15.5,23,7,25,16.5,11,28,17,4,5.5,17,22,19,3.5,12,18
"1101","MIN",2014,FALSE,24,19.5,19.5,1,10,24,29,14,24,6,10.5,28,10.5,29,2,10,5,25,1
"1102","NYM",2014,FALSE,9.5,4,19.5,21,12,9,18,2.5,17,24,26,18,7,10.5,7,15.5,10,19,12
"1103","NYY",2014,FALSE,12,14,27,28,29,10,4.5,11.5,4.5,8,1,14,29,18,14.5,24.5,26,13,18
"1104","OAK",2014,TRUE,27,15,19.5,15.5,25,18.5,7,25,2,1.5,20,22.5,10.5,3,22,2.5,8,2,29
"1105","PHI",2014,FALSE,7.5,3,10,15.5,5,27,6,14,23,24,26,22.5,22,21,2,11.5,28,30,12
"1106","PIT",2014,TRUE,21,24,10,12.5,7,14,18,19.5,13,19,28,29,10.5,15,7,24.5,30,14,18
"1107","SDP",2014,FALSE,1,1,3,21,21,1,1,19.5,21,20.5,6,2,14.5,4,22,13.5,6,4,21.5
"1108","SEA",2014,FALSE,12,11,10,26,22,5,4.5,23.5,12,11,18.5,1,3,1,7,26,13.5,3,27.5
"1109","SFG",2014,TRUE,19,18,10,10.5,26,13,10,29,14,15,22.5,13,5.5,9,22,21.5,18.5,1,12
"1110","STL",2014,TRUE,7.5,7.5,10,12.5,14,3,18,6,4.5,27,8,20.5,14.5,7,30,30,23.5,7,21.5
"1111","TBR",2014,FALSE,4,6,19.5,29,24,12,13,9.5,3,14,15,30,10.5,13,7,8.5,20.5,15,23
"1112","TEX",2014,FALSE,14,9,27,3,3,6,12,16.5,8,13,22.5,5,30,28,27.5,4,23.5,23,5
"1113","TOR",2014,FALSE,26,27,19.5,10.5,6,20,21.5,9.5,7,11,6,17,24.5,20,14.5,19,18.5,16,7
"1114","WSN",2014,TRUE,22,21,3,18,30,16,15,14,22,26,10.5,26,1,2,27.5,19,11.5,5,30
"1115","ARI",2015,FALSE,23,23,21,12,9,30,23,28,23,20,25,27,15.5,19,12.5,17.5,10.5,27,17.5
"1116","ATL",2015,FALSE,1,1,21,7,2,3,4,4,2,29,24,23,30,27,19,17.5,16,19,3
"1117","BAL",2015,FALSE,22,26.5,21,15,13.5,12.5,3,6,26,3,8.5,1,3,15,4.5,16,17.5,11,17.5
"1118","BOS",2015,FALSE,27,24,21,13.5,13.5,29,26,18,4,9,10.5,22,12,25.5,12.5,11.5,25.5,25,14
"1119","CHC",2015,TRUE,15,12,2.5,29.5,28,14,12,15,30,11,29,29,22.5,4,27,24.5,6.5,6,27
"1120","CHW",2015,FALSE,3,2,11.5,24,22,19,6.5,12,11,9,5.5,10,6.5,18,27,8,25.5,20,12
"1121","CIN",2015,FALSE,5,7.5,21,16,6,23,5,12,13,21,22.5,24,20,25.5,12.5,4,22,28,6
"1122","CLE",2015,FALSE,13,15,11.5,29.5,26,9,29,14,9,22,19,28,17.5,11,17,9,12,2,28
"1123","COL",2015,FALSE,26,28,29,4.5,1,24,14.5,29,19,18,29,4,25,30,12.5,7,10.5,29,6
"1124","DET",2015,FALSE,16.5,25,29,2.5,4,28,24,30,16,4,21,18,17.5,29,29,6,8,26,2
"1125","HOU",2015,TRUE,25,29,6,19,25,6,18.5,9.5,29,6,5.5,7,6.5,6,23,10,3,3,23.5
"1126","KCR",2015,TRUE,24,20,11.5,7,8,25,28,25,1,12,10.5,13,6.5,9.5,12.5,28,14.5,14,26
"1127","LAA",2015,FALSE,11,10.5,11.5,13.5,16,2,2,7,5.5,14,18,3,9,13,19,22,29,13,11
"1128","LAD",2015,TRUE,12,21.5,6,27.5,29,1,9,9.5,14,23,15,19,27.5,2,23,23,1,1,21
"1129","MIA",2015,FALSE,2,4,6,10,5,7,1,24,5.5,30,12.5,9,22.5,14,4.5,4,14.5,9,10
"1130","MIL",2015,FALSE,9,6,21,17.5,10,10,14.5,19,21,26.5,20,5,12,24,4.5,11.5,19.5,18,8
"1131","MIN",2015,FALSE,19,13,11.5,1,12,8,16.5,26,15,9,15,2,6.5,17,4.5,20,2,17,14
"1132","NYM",2015,TRUE,14,14,6,21.5,27,17,27,2.5,20,7,26,15,12,5,12.5,26,4,8,25
"1133","NYY",2015,TRUE,29,26.5,21,26,23,22,12,5,10,5,8.5,25,29,16,4.5,24.5,21,21,16
"1134","OAK",2015,FALSE,16.5,9,21,10,11,26,16.5,27,3,1,3,16,25,21,23,1,9,15,9
"1135","PHI",2015,FALSE,4,3,29,7,7,18,12,21,18,25,2,11,25,28,12.5,4,24,30,1
"1136","PIT",2015,TRUE,19,10.5,1,20,24,27,25,12,24,28,27,30,1.5,3,4.5,27,30,22.5,29
"1137","SDP",2015,FALSE,8,5,21,27.5,17.5,5,6.5,20,25,24,5.5,6,12,22,4.5,14,17.5,12,4
"1138","SEA",2015,FALSE,10,19,21,17.5,15,20,8,8,27,15,15,14,20,20,30,20,28,24,6
"1139","SFG",2015,FALSE,19,17.5,11.5,10,17.5,21,21.5,22.5,8,19,12.5,20.5,1.5,7,27,14,13,7,19
"1140","STL",2015,TRUE,7,7.5,2.5,21.5,19,11,21.5,22.5,17,16,29,26,4,1,4.5,30,5,16,30
"1141","TBR",2015,FALSE,6,17.5,21,24,21,12.5,18.5,16.5,22,2,5.5,12,15.5,9.5,12.5,29,6.5,10,20
"1142","TEX",2015,TRUE,28,21.5,21,2.5,3,16,20,16.5,12,17,17,20.5,27.5,23,23,20,27,22.5,14
"1143","TOR",2015,TRUE,30,30,21,4.5,20,15,30,2.5,7,13,1,8,20,12,19,2,23,5,22
"1144","WSN",2015,FALSE,21,16,6,24,30,4,10,1,28,26.5,22.5,17,12,8,23,14,19.5,4,23.5
"1145","ARI",2016,FALSE,20,24,24.5,20,4,29,21,30,26,23,26,20.5,19.5,29.5,23,4,18,30,3
"1146","ATL",2016,FALSE,2.5,1.5,12,7,6.5,20,26,13,9,30,30,26,30,25,19.5,10,29,25,7
"1147","BAL",2016,TRUE,19,28,18.5,11.5,9,15,11,1,19,3,5,9,13.5,16.5,5,27,8.5,13,18
"1148","BOS",2016,TRUE,30,30,12,21,19,30,30,11,4,1,19.5,25,10.5,9,14,16,24,8,25
"1149","CHC",2016,TRUE,28,21,4.5,28,23,12,25,17,22,21.5,28,30,10.5,1,23,8.5,23,1,30
"1150","CHW",2016,FALSE,10.5,14,18.5,13,12,21,17,23,13,12,1.5,16.5,17,16.5,14,16,26.5,22,13
"1151","CIN",2016,FALSE,13,12,30,9.5,1,9,17,23,12,29,22,2,27.5,27,14,2,30,29,2
"1152","CLE",2016,TRUE,27,22.5,18.5,25.5,25,14,28,16,11,14,3,13,16,7,30,7,2,7,28
"1153","COL",2016,FALSE,29,29,12,9.5,6.5,27,29,28,20,28,21,12,8,28,23,6,28,26,13
"1154","DET",2016,FALSE,21,26,12,11.5,16,23,6,18,16,4,17,19,5,19,19.5,23,10,10,16
"1155","HOU",2016,FALSE,16,15.5,12,23,26,18,24,14.5,27,10.5,15.5,11,4,10.5,14,19,4,18,10
"1156","KCR",2016,FALSE,8,7,24.5,14.5,13.5,22,10,23,8,19,9.5,7,1.5,14,5,11,21,19,18
"1157","LAA",2016,FALSE,14,9.5,24.5,1.5,8,3,19,6.5,1,16.5,8,4,22,18,27.5,3,16,12,8
"1158","LAD",2016,TRUE,17,13,4.5,30,30,13,14,8.5,18,13,15.5,18,23.5,5,27.5,22,13,2,23.5
"1159","MIA",2016,FALSE,4,4,4.5,23,11,25,9,27,7,25,24,28,25,8,5,29,22,23,11
"1160","MIL",2016,FALSE,5.5,11,12,3.5,5,1,4,4.5,30,27,19.5,10,13.5,20,5,20.5,25,21,22
"1161","MIN",2016,FALSE,15,17,29,3.5,13.5,28,22.5,25.5,25,10.5,11,24,19.5,29.5,14,1,5,28,1
"1162","NYM",2016,TRUE,5.5,15.5,1,25.5,29,6,2,4.5,15,15,26,22.5,3,3,14,28,3,6,26.5
"1163","NYY",2016,FALSE,9,9.5,24.5,27,27,5,3,6.5,5,7,5,14,19.5,10.5,5,24,18,3,20.5
"1164","OAK",2016,FALSE,2.5,5,18.5,5,15,11,13,8.5,3,2,5,3,13.5,23,14,12.5,7,14,5.5
"1165","PHI",2016,FALSE,1,1.5,24.5,17.5,20,4,1,25.5,24,24,18,6,13.5,26,27.5,16,8.5,16.5,5.5
"1166","PIT",2016,FALSE,18,8,12,7,10,17,17,20,21,20,23,27,27.5,22,14,26,26.5,27,13
"1167","SDP",2016,FALSE,10.5,3,12,7,2,2,7.5,12,29,16.5,14,1,27.5,24,5,5,13,24,4
"1168","SEA",2016,FALSE,25,22.5,24.5,17.5,22,26,5,2,14,8,13,15,27.5,12,23,25,15,15,18
"1169","SFG",2016,TRUE,12,6,4.5,17.5,24,24,20,29,2,21.5,26,29,8,4,27.5,16,6,5,23.5
"1170","STL",2016,FALSE,26,27,4.5,14.5,17,19,27,20,17,18,12,20.5,1.5,14,23,8.5,11,16.5,15
"1171","TBR",2016,FALSE,7,19,24.5,23,18,8,22.5,20,28,5.5,7,8,8,14,14,12.5,1,9,9
"1172","TEX",2016,TRUE,24,25,24.5,1.5,3,16,7.5,10,6,5.5,9.5,5,23.5,21,5,30,13,20,20.5
"1173","TOR",2016,TRUE,22,19,12,17.5,21,7,15,3,23,9,1.5,22.5,19.5,6,5,16,20,11,26.5
"1174","WSN",2016,TRUE,23,19,4.5,29,28,10,12,14.5,10,26,29,16.5,6,2,5,20.5,18,4,29
"1175","ARI",2017,TRUE,23,26,4,25,24,16,28,30,25,20,24,19.5,4,3.5,18.5,21,1,5,29
"1176","ATL",2017,FALSE,10.5,7.5,12.5,11.5,6,25,20.5,13,4,29,30,21,11,24.5,5.5,12,25.5,27,9
"1177","BAL",2017,FALSE,15,21,28,9,5,29,11.5,2,23,2,1.5,5,11,27,18.5,9.5,15.5,25,5
"1178","BOS",2017,TRUE,21,5,12.5,26.5,28,30,24,6,8,1,26.5,24,13.5,5,18.5,17,7,20,27.5
"1179","CHC",2017,TRUE,27,23.5,12.5,23,20,11,14,17.5,21,25,28,27.5,15.5,7,18.5,15,21,8,23.5
"1180","CHW",2017,FALSE,8,9,28,6,1,15,7,27,20,18,4,6,23.5,23,5.5,1,23,16,7
"1181","CIN",2017,FALSE,17,18,30,15,4,10,3.5,28.5,15,26.5,22.5,25,23.5,29,18.5,5.5,30,23,4
"1182","CLE",2017,TRUE,25,28.5,1,30,30,14,29,17.5,2,12,13.5,29,1,1,29,14,4,1,30
"1183","COL",2017,TRUE,28,25,12.5,13,11,17,23,28.5,22,30,25,11.5,2,14,18.5,27,8.5,15,23.5
"1184","DET",2017,FALSE,12.5,12.5,23.5,6,7,23,20.5,24,12,3.5,8,17,18,30,18.5,3.5,17.5,26,3
"1185","HOU",2017,TRUE,30,30,12.5,29,26,28,30,7.5,1,3.5,12,14,13.5,9,5.5,24,25.5,9,15
"1186","KCR",2017,FALSE,7,10,12.5,6,9,19,8,12,3,8.5,6,1,18,20,18.5,17,10,21,13.5
"1187","LAA",2017,FALSE,9,4,23.5,15,23,3,5,3,5,8.5,13.5,3,23.5,12,18.5,21,3,3,17.5
"1188","LAD",2017,TRUE,19,23.5,4,26.5,29,2,27,7.5,18,16.5,22.5,26,11,2,5.5,28,2,2,27.5
"1189","MIA",2017,FALSE,20,17,12.5,3,2,27,13,20.5,10,26.5,26.5,23,6,24.5,18.5,7.5,28.5,29,1.5
"1190","MIL",2017,FALSE,10.5,15,12.5,19.5,14,7,10,10,30,21.5,18,11.5,20,8,5.5,30,20,12,22
"1191","MIN",2017,TRUE,24,19.5,23.5,2,13,24,17.5,20.5,16,14,11,27.5,29,19,29,19,24,17,13.5
"1192","NYM",2017,FALSE,12.5,19.5,23.5,22,8,13,17.5,15,11,19,15.5,15,18,28,5.5,7.5,13,30,1.5
"1193","NYY",2017,TRUE,29,27,12.5,28,27,26,9,11,19,10,9,30,8.5,3.5,18.5,12,11.5,6,26
"1194","OAK",2017,FALSE,14,22,19.5,6,11,6,25,4,26,5,3,8,15.5,26,18.5,9.5,17.5,13,7
"1195","PHI",2017,FALSE,4,6,23.5,15,16,18,19,25.5,24,11,10,9,23.5,17,5.5,5.5,19,22,11.5
"1196","PIT",2017,FALSE,3,2,4,11.5,15,5,3.5,25.5,7,21.5,21,22,6,13,18.5,12,14,18,16
"1197","SDP",2017,FALSE,1,3,23.5,17,11,1,2,20.5,28,28,7,4,27,21.5,18.5,24,28.5,14,7
"1198","SEA",2017,FALSE,16,12.5,28,10,19,20.5,15,5,9,6,15.5,10,30,15,5.5,17,11.5,10,10
"1199","SFG",2017,FALSE,2,1,4,6,17,20.5,22,15,6,16.5,20,13,3,16,27,3.5,8.5,24,11.5
"1200","STL",2017,FALSE,18,14,4,19.5,22,8,16,15,17,24,19,19.5,8.5,10.5,29,21,22,11,20.5
"1201","TBR",2017,FALSE,5.5,11,12.5,19.5,21,9,1,23,29,7,17,18,23.5,10.5,5.5,29,5.5,7,20.5
"1202","TEX",2017,FALSE,22,16,19.5,1,3,4,6,9,27,15,5,2,23.5,21.5,18.5,2,27,19,19
"1203","TOR",2017,FALSE,5.5,7.5,12.5,19.5,18,12,11.5,1,13.5,13,1.5,7,28,18,5.5,24,5.5,28,17.5
"1204","WSN",2017,TRUE,26,28.5,12.5,24,25,22,26,20.5,13.5,23,29,16,6,6,18.5,26,15.5,4,25
"1205","ARI",2018,FALSE,11,9,12,23.5,20,4,11.5,30,25,23,19.5,13,14,4,21,11.5,8,13,25
"1206","ATL",2018,TRUE,21.5,20,2,20.5,6,27,26,15.5,7,29.5,28,24,27.5,9,21,13.5,5,15,22.5
"1207","BAL",2018,FALSE,4,6,30,3.5,2,14,3,2,21,6,9.5,1,14,30,8.5,1,19,30,2
"1208","BOS",2018,TRUE,30,30,12,28,25,30,30,20,5,3.5,22.5,22,3,5.5,8.5,23.5,29,16,29
"1209","CHC",2018,TRUE,20,18,5,10.5,5,28,22,23,13,25,30,30,26,3,8.5,22,16,20,26.5
"1210","CHW",2018,FALSE,7,10.5,20.5,8.5,1,21,11.5,27,30,10.5,7,4,19.5,28.5,8.5,4,30,29,4.5
"1211","CIN",2018,FALSE,12.5,10.5,28,8.5,9.5,23,8,13.5,12,29.5,18,28,23,25,8.5,10,2,26,7
"1212","CLE",2018,TRUE,28,25,20.5,26.5,29,29,25,5,1,12,16,25,7,7,27.5,16.5,10,4,28
"1213","COL",2018,TRUE,24,26,12,17.5,17,15,18,28,18,27,21,6,1,20,8.5,28,4,10,19
"1214","DET",2018,FALSE,5,3.5,28,5,13,11,20.5,25,11,8,7,8.5,7,23,8.5,8.5,11.5,11,12
"1215","HOU",2018,TRUE,25,23,2,30,30,2.5,17,4,2,7,9.5,5,2,1,27.5,23.5,17,1,30
"1216","KCR",2018,FALSE,6,7,25,2,4,13,19,15.5,9,10.5,1,7,7,26.5,8.5,3,3,27,4.5
"1217","LAA",2018,FALSE,16,19,25,17.5,14,6,5,8.5,8,3.5,22.5,8.5,27.5,18,21,5,15,9,17
"1218","LAD",2018,TRUE,26,28,12,26.5,28,24,24,22,23,24,27,26,17,2,8.5,25,13.5,3,26.5
"1219","MIA",2018,FALSE,1,1,20.5,6.5,3,20,1,12,19,19,13,23,10,24,8.5,2,24,25,1
"1220","MIL",2018,TRUE,19,22,12,20.5,15,16,7,10,24,15,15,16,11,8,8.5,26,13.5,6,21
"1221","MIN",2018,FALSE,18,13,20.5,15.5,11,22,27,7,10,9,12,14,29.5,22,21,8.5,28,28,9
"1222","NYM",2018,FALSE,8,5,12,23.5,24,5,13,24,20,13.5,19.5,20,14,16,21,16.5,23,17,8
"1223","NYY",2018,TRUE,29,29,12,29,26,18,15,8.5,22,5,11,17,7,10,27.5,27,9,14,24
"1224","OAK",2018,TRUE,27,27,12,3.5,16,26,29,6,15,2,7,12,25,11,27.5,20.5,6.5,8,20
"1225","PHI",2018,FALSE,9.5,8,12,25,23,1,2,18,28,18,17,21,19.5,19,8.5,20.5,11.5,12,15
"1226","PIT",2018,FALSE,12.5,15,12,14,18,9,23,26,4,17,24,10,4,15,30,15,22,18,13
"1227","SDP",2018,FALSE,3,3.5,12,15.5,19,10,6,18,29,22,14,2,14,21,8.5,6.5,21,22,4.5
"1228","SEA",2018,FALSE,9.5,16,20.5,12.5,27,17,10,21,3,16,4.5,11,23,17,21,30,25.5,5,14
"1229","SFG",2018,FALSE,2,2,5,6.5,12,25,9,18,26,20.5,25.5,18.5,7,14,21,6.5,1,19,10.5
"1230","STL",2018,FALSE,21.5,17,2,12.5,7,12,4,1,14,28,25.5,18.5,14,13,21,19,19,24,16
"1231","TBR",2018,FALSE,15,14,5,20.5,21,7,16,29,17,13.5,4.5,27,19.5,5.5,8.5,29,6.5,2,22.5
"1232","TEX",2018,FALSE,17,12,28,1,8,2.5,14,11,27,20.5,3,15,23,28.5,8.5,18,25.5,21,10.5
"1233","TOR",2018,FALSE,14,24,25,10.5,9.5,8,28,3,16,1,2,3,29.5,26.5,8.5,11.5,19,23,4.5
"1234","WSN",2018,FALSE,23,21,20.5,20.5,22,19,20.5,13.5,6,26,29,29,19.5,12,21,13.5,27,7,18
"1235","ARI",2019,FALSE,20.5,18,16,15.5,20,26,16,27.5,9,20.5,24.5,21,6,12.5,7,21.5,12.5,13,18.5
"1236","ATL",2019,TRUE,24,22.5,9.5,11,11,15,11,24.5,20,16,26,27,17.5,12.5,7,19.5,19,15,24
"1237","BAL",2019,FALSE,9,7.5,30,2.5,4,22,4,15,14.5,13,2,6,28.5,30,7,1.5,25.5,28,1
"1238","BOS",2019,FALSE,27,26,9.5,29,17.5,30,30,20,10,11.5,24.5,29,8.5,20.5,19.5,8,24,29,16.5
"1239","CHC",2019,FALSE,20.5,22.5,4,18,17.5,5,9.5,17,19,18.5,21.5,9,21,8,19.5,14.5,25.5,11,20.5
"1240","CHW",2019,FALSE,7,6,22,7.5,6,17,6,7,25,23,4,14,7,22,28,10,4,12,10
"1241","CIN",2019,FALSE,6,10.5,9.5,27,21,4,2,20,16,18.5,16.5,11,3.5,7,7,23.5,6,4,25
"1242","CLE",2019,FALSE,14.5,17,9.5,23,27,2,15,4.5,5,25.5,20,10,11.5,4,30,18,12.5,3,29
"1243","COL",2019,FALSE,22,25,28.5,4,2,28,28.5,29,23,29,16.5,12,15,29,19.5,3,5,30,6
"1244","DET",2019,FALSE,1,2,26,11,12.5,21,20,30,30,4,5,13,19,28,7,5,21,26,4
"1245","HOU",2019,TRUE,28,30,16,30,29,23,28.5,22.5,1,6,9,28,3.5,2,19.5,25.5,1,2,30
"1246","KCR",2019,FALSE,5,4,16,2.5,1,8,14,27.5,12,14.5,9,5,11.5,23.5,19.5,13,27,23,8.5
"1247","LAA",2019,FALSE,14.5,10.5,28.5,15.5,8,13.5,8,8.5,3,1,19,23,17.5,23.5,7,6,28,22,6
"1248","LAD",2019,TRUE,26,27,4,25,30,6.5,24,6,8,30,29.5,22,3.5,1,19.5,19.5,15.5,1,28
"1249","MIA",2019,FALSE,2,1,22,11,5,10.5,7,4.5,21,20.5,7,3,3.5,19,26.5,1.5,30,17,6
"1250","MIL",2019,TRUE,14.5,19,16,20,15,13.5,12,2,26,11.5,28,30,11.5,15,7,28,8,18,15
"1251","MIN",2019,TRUE,29,29,4,18,26,29,27,10.5,6,6,15,20,15,14,7,28,10.5,16,22.5
"1252","NYM",2019,FALSE,18,20,9.5,23,24,24,13,2,11,17,23,24,11.5,10,29,14.5,8,14,12
"1253","NYY",2019,TRUE,30,28,22,26,23,20,17,2,17,6,11.5,4,21,11,19.5,28,2,7,18.5
"1254","OAK",2019,TRUE,23,21,4,5,19,16,19,10.5,7,2,9,16,8.5,6,19.5,21.5,15.5,9,22.5
"1255","PHI",2019,FALSE,17,13,26,11,12.5,18,25,17,18,22,29.5,25,24,18,19.5,12,23,21,13.5
"1256","PIT",2019,FALSE,10.5,9,22,18,10,27,26,26,2,27,27,17,24,27,7,4,29,27,2
"1257","SDP",2019,FALSE,4,5,16,21,25,1,1,13,28.5,24,13,2,24,17,7,25.5,17,10,8.5
"1258","SEA",2019,FALSE,10.5,12,26,1,9,9,5,22.5,28.5,8.5,1,15,30,26,26.5,11,3,20,3
"1259","SFG",2019,FALSE,3,3,16,7.5,16,19,23,17,14.5,14.5,18,8,26,16,7,17,14,19,13.5
"1260","STL",2019,TRUE,12,7.5,4,14,14,3,3,13,13,25.5,6,18,1,5,19.5,30,19,5,26
"1261","TBR",2019,TRUE,14.5,15.5,1,28,28,25,18,24.5,22,3,14,26,21,3,7,23.5,8,6,27
"1262","TEX",2019,FALSE,19,15.5,22,11,7,12,21,13,27,10,11.5,7,27,25,19.5,8,22,25,16.5
"1263","TOR",2019,FALSE,8,14,16,6,3,6.5,9.5,8.5,24,8.5,3,1,28.5,20.5,7,8,19,24,11
"1264","WSN",2019,TRUE,25,24,9.5,23,22,10.5,22,20,4,28,21.5,19,15,9,19.5,16,10.5,8,20.5
