"","Team","Year","R.G","BA","OBP","SLG","OPS","OPS_plus","Playoffs","ERA","H9","HR9","BB9","SO9","SO.W","num_batters","Games_Played","PA","AB","H_own","B2","B3","HR_own","RBI","SB","CS","BB_own","SO_own","TB","GDP","HBP_own","SH","SF","IBB_own","LOB_own","num_pitchers","RA.G","CG","tSho","cSho","Saves","IP","R_allowed","ER","IBB_allowed","HBP_allowed","BK","WP","BF","ERA_plus","FIP","WHIP","LOB_allowed"
"36","LAD",1976,3.75,0.251,0.313,0.349,0.662,90,FALSE,3.02,8.1,0.6,2.9,4.6,1.56,0.228395061728395,1,37.8086419753086,33.7777777777778,8.46296296296296,1.23456790123457,0.209876543209877,0.561728395061728,3.46296296296296,0.888888888888889,0.339506172839506,3,4.59259259259259,11.8024691358025,0.796296296296296,0.179012345679012,0.561728395061728,0.290123456790123,0.438271604938272,7.02469135802469,0.0740740740740741,0.020679012345679,0.290123456790123,0.104938271604938,0.0987654320987654,0.172839506172839,9.07530864197531,3.35185185185185,3.04320987654321,0.191358024691358,0.141975308641975,0.0185185185185185,0.197530864197531,37.5617283950617,0.691358024691358,0.0216049382716049,0.00759259259259259,6.97530864197531
"37","MIL",1976,3.54,0.246,0.311,0.34,0.651,93,FALSE,3.64,8.8,0.6,3.6,4.2,1.19,0.254658385093168,1,37.6211180124224,33.5155279503106,8.2360248447205,1.05590062111801,0.236024844720497,0.546583850931677,3.32919254658385,0.385093167701863,0.37888198757764,3.17391304347826,5.64596273291925,11.4037267080745,0.695652173913043,0.142857142857143,0.484472049689441,0.298136645962733,0.186335403726708,7.09937888198758,0.105590062111801,0.0252795031055901,0.279503105590062,0.062111801242236,0.0496894409937888,0.167701863354037,8.91366459627329,4.06832298136646,3.60869565217391,0.385093167701863,0.242236024844721,0.0372670807453416,0.329192546583851,38.1304347826087,0.596273291925466,0.0239130434782609,0.00854037267080745,7.3167701863354
"38","MIN",1976,4.59,0.274,0.341,0.375,0.716,108,FALSE,3.69,8.8,0.5,3.8,4.7,1.25,0.191358024691358,1,38.9320987654321,34.4074074074074,9.41975308641975,1.37037037037037,0.314814814814815,0.5,4.26543209876543,0.901234567901235,0.462962962962963,3.39506172839506,4.40740740740741,12.9197530864198,0.746913580246914,0.253086419753086,0.574074074074074,0.302469135802469,0.240740740740741,7.38888888888889,0.0802469135802469,0.0268518518518518,0.179012345679012,0.0679012345679012,0.0555555555555556,0.141975308641975,9.00617283950617,4.34567901234568,3.69753086419753,0.240740740740741,0.234567901234568,0.0740740740740741,0.376543209876543,38.4876543209877,0.598765432098765,0.0229012345679012,0.00859259259259259,7.12345679012346
"39","MON",1976,3.28,0.235,0.291,0.34,0.631,76,FALSE,3.99,9,0.6,4.1,4.9,1.19,0.290123456790123,1,37.0123456790123,33.5061728395062,7.87037037037037,1.38271604938272,0.197530864197531,0.580246913580247,3.12962962962963,0.530864197530864,0.271604938271605,2.67283950617284,5.19135802469136,11.3888888888889,0.660493827160494,0.0987654320987654,0.462962962962963,0.246913580246914,0.265432098765432,6.60493827160494,0.117283950617284,0.027962962962963,0.160493827160494,0.0617283950617284,0.0493827160493827,0.12962962962963,8.88888888888889,4.53086419753086,3.94444444444444,0.462962962962963,0.265432098765432,0.0493827160493827,0.388888888888889,38.7777777777778,0.574074074074074,0.0235185185185185,0.00900617283950617,7.58024691358025
"40","NYM",1976,3.8,0.246,0.319,0.352,0.671,97,FALSE,2.94,7.8,0.6,2.6,6.4,2.45,0.228395061728395,1,37.8395061728395,33.4259259259259,8.23456790123457,1.22222222222222,0.209876543209877,0.62962962962963,3.45679012345679,0.407407407407407,0.358024691358025,3.46296296296296,4.91975308641975,11.7654320987654,0.783950617283951,0.172839506172839,0.567901234567901,0.203703703703704,0.327160493827161,7.2962962962963,0.0802469135802469,0.0204938271604938,0.327160493827161,0.111111111111111,0.104938271604938,0.154320987654321,8.94444444444444,3.32098765432099,2.91975308641975,0.345679012345679,0.141975308641975,0.0740740740740741,0.265432098765432,36.4691358024691,0.685185185185185,0.0185185185185185,0.00709876543209876,6.31481481481481
"41","NYY",1976,4.59,0.269,0.328,0.389,0.716,111,TRUE,3.19,8,0.6,2.8,4.2,1.5,0.251572327044025,1,38.7295597484277,34.937106918239,9.40880503144654,1.45283018867925,0.226415094339623,0.754716981132076,4.28301886792453,1.0251572327044,0.408805031446541,2.9559748427673,3.87421383647799,13.5786163522013,0.591194968553459,0.220125786163522,0.314465408805031,0.289308176100629,0.226415094339623,6.9622641509434,0.0880503144654088,0.0227672955974843,0.389937106918239,0.0943396226415094,0.0817610062893082,0.232704402515723,9.15094339622642,3.61635220125786,3.24528301886792,0.10062893081761,0.106918238993711,0.0188679245283019,0.245283018867925,37.5220125786164,0.685534591194969,0.0222012578616352,0.00755345911949686,6.45283018867925
"42","OAK",1976,4.26,0.246,0.323,0.361,0.684,105,FALSE,3.26,8.7,0.6,2.6,4.4,1.71,0.236024844720497,1,37.9316770186335,33.2484472049689,8.19254658385093,1.29192546583851,0.204968944099379,0.701863354037267,3.88198757763975,2.11801242236025,0.763975155279503,3.67701863354037,5.08074534161491,12,0.565217391304348,0.279503105590062,0.360248447204969,0.360248447204969,0.279503105590062,6.62732919254658,0.0745341614906832,0.0230434782608696,0.242236024844721,0.093167701863354,0.0807453416149068,0.180124223602484,9.06273291925466,3.71428571428571,3.27950310559006,0.211180124223602,0.186335403726708,0.0124223602484472,0.248447204968944,37.9378881987578,0.639751552795031,0.021304347826087,0.00777639751552795,7.03105590062112
"43","PHI",1976,4.75,0.272,0.338,0.395,0.733,106,TRUE,3.08,8.5,0.6,2.4,5.7,2.31,0.197530864197531,1,38.5,34.1234567901235,9.29012345679012,1.59876543209877,0.277777777777778,0.679012345679012,4.37037037037037,0.783950617283951,0.432098765432099,3.34567901234568,4.89506172839506,13.4814814814815,0.734567901234568,0.246913580246914,0.364197530864198,0.41358024691358,0.339506172839506,7.08641975308642,0.0679012345679012,0.0212345679012346,0.209876543209877,0.0555555555555556,0.0246913580246914,0.271604938271605,9.00617283950617,3.43827160493827,3.08024691358025,0.265432098765432,0.117283950617284,0.0432098765432099,0.234567901234568,37.1851851851852,0.709876543209877,0.0191358024691358,0.00750617283950617,6.72839506172839
"44","PIT",1976,4.37,0.267,0.321,0.391,0.711,102,FALSE,3.36,8.6,0.6,2.8,4.7,1.66,0.191358024691358,1,38.1296296296296,34.5925925925926,9.25308641975309,1.53703703703704,0.345679012345679,0.679012345679012,4.07407407407407,0.802469135802469,0.277777777777778,2.67283950617284,4.98148148148148,13.5185185185185,0.808641975308642,0.179012345679012,0.376543209876543,0.308641975308642,0.345679012345679,6.7962962962963,0.0740740740740741,0.0240123456790123,0.277777777777778,0.0740740740740741,0.0617283950617284,0.216049382716049,9.05,3.88888888888889,3.38271604938272,0.432098765432099,0.111111111111111,0.037037037037037,0.160493827160494,37.9382716049383,0.635802469135803,0.0210493827160494,0.00783950617283951,6.89506172839506
"45","SDP",1976,3.52,0.247,0.31,0.337,0.647,91,FALSE,3.65,8.6,0.5,3.4,4.1,1.2,0.222222222222222,1,37.3456790123457,33.141975308642,8.19135802469136,1.33333333333333,0.228395061728395,0.395061728395062,3.25925925925926,0.567901234567901,0.283950617283951,3.01234567901235,4.41975308641975,11.1666666666667,0.734567901234568,0.141975308641975,0.771604938271605,0.259259259259259,0.351851851851852,7.0679012345679,0.0987654320987654,0.0252469135802469,0.290123456790123,0.0679012345679012,0.0679012345679012,0.111111111111111,8.84012345679012,4.08641975308642,3.58641975308642,0.512345679012346,0.123456790123457,0.104938271604938,0.296296296296296,37.5740740740741,0.555555555555556,0.0227777777777778,0.00823456790123457,6.96296296296296
"46","SFG",1976,3.67,0.246,0.312,0.345,0.656,85,FALSE,3.53,9,0.4,3.2,4.6,1.44,0.222222222222222,1,37.7962962962963,33.6543209876543,8.2716049382716,1.30246913580247,0.228395061728395,0.524691358024691,3.40740740740741,0.54320987654321,0.339506172839506,3.19753086419753,4.80246913580247,11.6049382716049,0.753086419753086,0.154320987654321,0.493827160493827,0.296296296296296,0.320987654320988,6.96913580246914,0.0864197530864197,0.0261111111111111,0.166666666666667,0.111111111111111,0.0802469135802469,0.191358024691358,9.01975308641975,4.23456790123457,3.53703703703704,0.339506172839506,0.141975308641975,0.0555555555555556,0.290123456790123,38.6666666666667,0.635802469135803,0.0205555555555556,0.00837037037037037,7.3641975308642
"47","STL",1976,3.88,0.26,0.323,0.359,0.681,93,FALSE,3.6,8.8,0.6,3.6,4.5,1.26,0.246913580246914,1,38.1604938271605,34.0493827160494,8.83950617283951,1.5,0.351851851851852,0.388888888888889,3.60493827160494,0.759259259259259,0.339506172839506,3.16049382716049,5.30864197530864,12.2098765432099,0.783950617283951,0.135802469135802,0.530864197530864,0.277777777777778,0.425925925925926,7.23456790123457,0.0987654320987654,0.0255555555555556,0.216049382716049,0.0925925925925926,0.0679012345679012,0.160493827160494,8.97037037037037,4.14197530864198,3.59259259259259,0.345679012345679,0.166666666666667,0.0493827160493827,0.376543209876543,38.3456790123457,0.611111111111111,0.0228395061728395,0.00848148148148148,7.28395061728395
"48","TEX",1976,3.8,0.25,0.321,0.341,0.662,93,FALSE,3.45,9,0.6,2.8,4.7,1.68,0.222222222222222,1,38.7098765432099,34.2901234567901,8.58024691358025,1.31481481481481,0.160493827160494,0.493827160493827,3.54320987654321,0.537037037037037,0.277777777777778,3.50617283950617,4.99382716049383,11.6975308641975,0.87037037037037,0.179012345679012,0.444444444444444,0.277777777777778,0.283950617283951,7.51234567901235,0.0987654320987654,0.0248148148148148,0.388888888888889,0.0925925925925926,0.0925925925925926,0.0925925925925926,9.08641975308642,4.02469135802469,3.48765432098765,0.191358024691358,0.191358024691358,0.0555555555555556,0.283950617283951,38.3271604938272,0.641975308641975,0.0217283950617284,0.00807407407407407,7.03086419753086
"49","ATL",1977,4.19,0.254,0.32,0.376,0.696,78,FALSE,4.85,9.8,1.1,4.4,5.7,1.31,0.259259259259259,1,38.3086419753086,34.1604938271605,8.66666666666667,1.34567901234568,0.123456790123457,0.858024691358025,3.93827160493827,0.506172839506173,0.327160493827161,3.31481481481481,5.40740740740741,12.8333333333333,0.833333333333333,0.104938271604938,0.512345679012346,0.209876543209877,0.308641975308642,7.03086419753086,0.135802469135802,0.0340740740740741,0.172839506172839,0.0308641975308642,0.0246913580246914,0.191358024691358,8.92037037037037,5.52469135802469,4.80864197530864,0.530864197530864,0.259259259259259,0.117283950617284,0.395061728395062,40.3395061728395,0.567901234567901,0.0280246913580247,0.00974691358024691,8.04938271604938
"50","BAL",1977,4.47,0.261,0.329,0.393,0.722,102,FALSE,3.74,8.8,0.8,3.1,4.6,1.49,0.236024844720497,1,38.3416149068323,34.1242236024845,8.90062111801242,1.43478260869565,0.15527950310559,0.919254658385093,4.20496894409938,0.559006211180124,0.316770186335404,3.47826086956522,5.8695652173913,13.4037267080745,0.819875776397516,0.149068322981366,0.298136645962733,0.291925465838509,0.31055900621118,7.14906832298137,0.0993788819875776,0.0252173913043478,0.403726708074534,0.0683229813664596,0.0683229813664596,0.142857142857143,9.01242236024845,4.05590062111801,3.74534161490683,0.167701863354037,0.186335403726708,0.0186335403726708,0.186335403726708,37.7018633540373,0.633540372670807,0.0243478260869565,0.00816770186335404,6.60869565217391
"51","BOS",1977,5.34,0.281,0.345,0.465,0.81,108,FALSE,4.11,9.8,1,2.4,4.8,2.01,0.236024844720497,1,38.4099378881988,34.2236024844721,9.63354037267081,1.60248447204969,0.347826086956522,1.32298136645963,5.14285714285714,0.409937888198758,0.291925465838509,3.27950310559006,5.62111801242236,15.9006211180124,0.819875776397516,0.260869565217391,0.279503105590062,0.366459627329193,0.236024844720497,6.77018633540373,0.093167701863354,0.0274534161490683,0.248447204968944,0.0807453416149068,0.0683229813664596,0.248447204968944,8.8695652173913,4.42236024844721,4.04968944099379,0.192546583850932,0.15527950310559,0.0248447204968944,0.093167701863354,37.7391304347826,0.677018633540373,0.0245962732919255,0.00840993788819876,6.70807453416149
"52","CAL",1977,4.17,0.255,0.324,0.386,0.71,97,FALSE,3.72,8.7,0.9,3.6,6,1.69,0.277777777777778,1,37.7345679012346,33.3950617283951,8.51851851851852,1.43827160493827,0.246913580246914,0.808641975308642,3.92592592592593,0.981481481481482,0.549382716049383,3.34567901234568,5.4320987654321,12.8765432098765,0.716049382716049,0.222222222222222,0.45679012345679,0.314814814814815,0.259259259259259,6.83950617283951,0.123456790123457,0.0264814814814815,0.327160493827161,0.0802469135802469,0.0679012345679012,0.160493827160494,8.87160493827161,4.29012345679012,3.66666666666667,0.320987654320988,0.290123456790123,0.0493827160493827,0.345679012345679,37.9444444444444,0.648148148148148,0.0241975308641975,0.00839506172839506,7.03703703703704
"53","CHC",1977,4.27,0.266,0.33,0.387,0.716,84,FALSE,4.01,9.2,0.8,3,5.8,1.93,0.216049382716049,1,38.8024691358025,34.5925925925926,9.19135802469136,1.67283950617284,0.228395061728395,0.685185185185185,4.00617283950617,0.395061728395062,0.277777777777778,3.2962962962963,4.91358024691358,13.3765432098765,0.876543209876543,0.166666666666667,0.425925925925926,0.320987654320988,0.364197530864198,7.35185185185185,0.0987654320987654,0.0281481481481481,0.0987654320987654,0.0617283950617284,0.037037037037037,0.271604938271605,9.06172839506173,4.56172839506173,4.03703703703704,0.623456790123457,0.135802469135802,0.104938271604938,0.339506172839506,38.6049382716049,0.679012345679012,0.0224074074074074,0.0083641975308642,6.85802469135802
"54","CHW",1977,5.21,0.278,0.344,0.444,0.788,114,FALSE,4.25,9.7,0.8,3.2,5.2,1.63,0.277777777777778,1,39.0246913580247,34.7716049382716,9.67901234567901,1.5679012345679,0.320987654320988,1.18518518518519,4.99382716049383,0.259259259259259,0.271604938271605,3.45061728395062,4.11111111111111,15.4444444444444,0.740740740740741,0.209876543209877,0.203703703703704,0.388888888888889,0.283950617283951,7.25925925925926,0.117283950617284,0.0293827160493827,0.209876543209877,0.0185185185185185,0.0123456790123457,0.246913580246914,8.91481481481481,4.75925925925926,4.20987654320988,0.148148148148148,0.259259259259259,0.0185185185185185,0.265432098765432,39.0246913580247,0.598765432098765,0.0244444444444444,0.00885802469135803,7.51234567901235
"55","CIN",1977,4.95,0.274,0.345,0.436,0.781,107,FALSE,4.21,9.2,1,3.4,5.4,1.6,0.228395061728395,1,38.6728395061728,34.0987654320988,9.33950617283951,1.66049382716049,0.259259259259259,1.11728395061728,4.62962962962963,1.04938271604938,0.395061728395062,3.7037037037037,5.62345679012346,14.8703703703704,0.691358024691358,0.154320987654321,0.382716049382716,0.308641975308642,0.388888888888889,7.23456790123457,0.123456790123457,0.0276543209876543,0.203703703703704,0.0740740740740741,0.0617283950617284,0.197530864197531,8.87098765432099,4.47530864197531,4.15432098765432,0.333333333333333,0.191358024691358,0.0555555555555556,0.333333333333333,38.1913580246914,0.574074074074074,0.0255555555555556,0.00864814814814815,7.09876543209877
"56","CLE",1977,4.2,0.269,0.334,0.38,0.714,98,FALSE,4.1,8.9,0.8,3.4,5.4,1.59,0.204968944099379,1,38.5341614906832,34.1055900621118,9.16770186335404,1.37267080745342,0.285714285714286,0.62111801242236,3.91925465838509,0.540372670807453,0.540372670807453,3.29813664596273,4.27329192546584,12.9751552795031,0.950310559006211,0.211180124223602,0.583850931677019,0.335403726708075,0.192546583850932,7.1304347826087,0.0869565217391304,0.0285093167701863,0.279503105590062,0.0496894409937888,0.0372670807453416,0.186335403726708,9.01925465838509,4.59006211180124,4.1055900621118,0.397515527950311,0.167701863354037,0.0496894409937888,0.291925465838509,38.5900621118012,0.602484472049689,0.024472049689441,0.00851552795031056,6.93788819875776
"57","DET",1977,4.41,0.264,0.318,0.41,0.728,94,FALSE,4.13,9.4,1,2.9,4.8,1.67,0.234567901234568,1,38.1296296296296,34.5925925925926,9.1358024691358,1.40740740740741,0.277777777777778,1.02469135802469,4.17283950617284,0.37037037037037,0.283950617283951,2.79012345679012,4.71604938271605,14.1728395061728,0.814814814814815,0.123456790123457,0.277777777777778,0.345679012345679,0.123456790123457,6.64197530864198,0.0925925925925926,0.028641975308642,0.271604938271605,0.0185185185185185,0.0185185185185185,0.141975308641975,8.99382716049383,4.6358024691358,4.12345679012346,0.234567901234568,0.141975308641975,0.0493827160493827,0.228395061728395,38.5061728395062,0.641975308641975,0.0254320987654321,0.00845679012345679,6.88888888888889
"58","HOU",1977,4.2,0.254,0.32,0.385,0.705,97,FALSE,3.54,8.5,0.7,3.3,5.3,1.6,0.228395061728395,1,38.2777777777778,34.1358024691358,8.67283950617284,1.62345679012346,0.37037037037037,0.703703703703704,3.93827160493827,1.15432098765432,0.444444444444444,3.17901234567901,5.17901234567901,13.1481481481481,0.604938271604938,0.246913580246914,0.469135802469136,0.240740740740741,0.37037037037037,6.95679012345679,0.0802469135802469,0.0247530864197531,0.228395061728395,0.0679012345679012,0.0432098765432099,0.172839506172839,9.04444444444444,4.01234567901235,3.55555555555556,0.203703703703704,0.154320987654321,0.104938271604938,0.283950617283951,38.2469135802469,0.623456790123457,0.0227777777777778,0.00812345679012346,7.09259259259259
"59","KCR",1977,5.07,0.277,0.34,0.436,0.776,109,TRUE,3.52,8.5,0.7,3.1,5.2,1.7,0.203703703703704,1,38.6913580246914,34.5308641975309,9.56172839506173,1.84567901234568,0.475308641975309,0.901234567901235,4.77160493827161,1.04938271604938,0.537037037037037,3.22222222222222,4.24074074074074,15.0617283950617,0.641975308641975,0.277777777777778,0.302469135802469,0.358024691358025,0.308641975308642,6.90123456790123,0.0802469135802469,0.0248148148148148,0.253086419753086,0.0925925925925926,0.0617283950617284,0.259259259259259,9.01358024691358,4.01851851851852,3.52469135802469,0.166666666666667,0.222222222222222,0.0555555555555556,0.345679012345679,37.8950617283951,0.709876543209877,0.0225308641975309,0.00792592592592593,6.82716049382716
"60","LAD",1977,4.75,0.266,0.336,0.418,0.753,102,TRUE,3.22,8.5,0.7,2.7,5.7,2.12,0.228395061728395,1,39.0617283950617,34.5,9.16049382716049,1.37654320987654,0.172839506172839,1.17901234567901,4.5,0.703703703703704,0.382716049382716,3.62962962962963,5.53086419753086,14.4197530864198,0.635802469135803,0.141975308641975,0.512345679012346,0.271604938271605,0.41358024691358,7.30246913580247,0.0864197530864197,0.0221604938271605,0.209876543209877,0.0802469135802469,0.0679012345679012,0.240740740740741,9.10555555555555,3.59259259259259,3.25925925925926,0.191358024691358,0.179012345679012,0.0246913580246914,0.216049382716049,37.7901234567901,0.740740740740741,0.0214814814814815,0.00766049382716049,6.87654320987654
"61","MIL",1977,3.94,0.258,0.314,0.389,0.703,91,FALSE,4.32,9.2,0.9,3.6,4.5,1.27,0.222222222222222,1,37.5802469135802,34.0555555555556,8.7962962962963,1.57407407407407,0.283950617283951,0.771604938271605,3.69135802469136,0.524691358024691,0.41358024691358,2.73456790123457,5.32098765432099,13.2530864197531,0.740740740740741,0.135802469135802,0.37037037037037,0.277777777777778,0.141975308641975,6.82098765432099,0.0802469135802469,0.0291358024691358,0.234567901234568,0.037037037037037,0.0246913580246914,0.154320987654321,8.83333333333333,4.72222222222222,4.24074074074074,0.376543209876543,0.222222222222222,0.0493827160493827,0.265432098765432,38.1728395061728,0.580246913580247,0.0261111111111111,0.00874074074074074,6.95061728395062
"62","MIN",1977,5.39,0.282,0.348,0.417,0.765,109,FALSE,4.36,9.6,0.9,3.2,4.6,1.45,0.22360248447205,1,39.639751552795,35.0248447204969,9.86335403726708,1.69565217391304,0.372670807453416,0.763975155279503,4.99378881987578,0.652173913043478,0.403726708074534,3.49689440993789,4.6832298136646,14.5962732919255,0.714285714285714,0.267080745341615,0.503105590062112,0.347826086956522,0.329192546583851,7.37888198757764,0.093167701863354,0.0299378881987578,0.217391304347826,0.0248447204968944,0.0248447204968944,0.15527950310559,8.95652173913044,4.81987577639752,4.33540372670807,0.167701863354037,0.229813664596273,0.031055900621118,0.298136645962733,38.6335403726708,0.565217391304348,0.0261490683229814,0.00884472049689441,6.94409937888199
